GeoFIPS,GeoName,Region,TableName,Unit,LineCode,Description,2012,2013,2014,2015,2016,2017
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",15,"   Finance and insurance",4890,4724,4567,4531,4281,4352
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",16,"   Real estate and rental and leasing",5745,5951,4957,5520,6180,6315
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",17,"  Professional and business services",18957,16978,17887,19723,20244,23399
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",18,"   Educational services, health care, and social assistance",5902,5958,6427,6706,6932,7054
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",19,"   Educational services",4567,4648,5050,5237,5382,5471
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",20,"   Health care and social assistance",1335,1311,1376,1470,1550,1583
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",184970,177989,189255,202567,231817,231965
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",22,"   Arts, entertainment, and recreation",50596,52329,55250,56387,60340,62596
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",23,"   Accommodation and food services",134374,125660,134005,146180,171477,169369
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",24,"  Other services, except government",5519,5606,5866,6227,6572,7007
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",25," Government",39546,39232,38877,38745,39232,40661
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",26,"  Federal",1258,1261,1243,1194,1219,1283
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",27,"  State and local",38288,37972,37634,37551,38013,39378
 "11000","District of Columbia",2,SAOCOMP,"Thousands of dollars",1,"All Industries",864294,827666,825278,912246,911408,977279
 "11000","District of Columbia",2,SAOCOMP,"Thousands of dollars",2," Private Industries",691372,634866,636721,707376,689961,751938
 "11000","District of Columbia",2,SAOCOMP,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",0,0,0,0,0,0
 "11000","District of Columbia",2,SAOCOMP,"Thousands of dollars",4,"  Mining",0,0,0,0,0,0
 "11000","District of Columbia",2,SAOCOMP,"Thousands of dollars",5,"  Utilities",1,1,1,1,1,1
 "11000","District of Columbia",2,SAOCOMP,"Thousands of dollars",6,"  Construction",20048,19662,19522,28907,31906,"(D)"
 "11000","District of Columbia",2,SAOCOMP,"Thousands of dollars",7,"  Manufacturing",1576,1651,1637,1624,1514,"(D)"
 "11000","District of Columbia",2,SAOCOMP,"Thousands of dollars",8,"   Durable goods",496,515,436,430,392,"(D)"
 "11000","District of Columbia",2,SAOCOMP,"Thousands of dollars",9,"   Nondurable goods",1080,1136,1201,1194,1122,"(D)"
 "11000","District of Columbia",2,SAOCOMP,"Thousands of dollars",10,"  Wholesale trade",12137,11553,11985,12352,11925,12082
