,"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
74,Wyoming,569734,1083,459226,7512,77324,6960,31149,3430,260,284,Wyoming,590,661,2014,1234,244,405,2035,720,5599,1618,Wyoming,0,185,0,185,0,185,733,572,166,173,Wyoming,0,185,745,481,905,823,179,179,259,273,Wyoming,539,412,4,10,88,100,0,185,294,304,Wyoming,548,638,965,730,290,240,136,229,244,257,Wyoming,1901,789,1216,559,355,304,0,185,121,147,Wyoming,604,658,231,252,459,399,338,300,819,447,Wyoming,964,670,893,605,230,254,0,185,122,201,Wyoming,1175,730,4,7,1427,920,1710,948,0,185,Wyoming,138,169,1323,785,0,185,282,210,,,Wyoming,2035,973,16,27,0,185,2019,976
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Puerto Rico,3628402,2934,3366593,12125,238042,11523,20044,2902,8,15,Puerto Rico,57,94,54,90,93,158,519,484,0,214,Puerto Rico,370,365,0,214,0,214,4192,1203,232,300,Puerto Rico,110,172,0,214,1021,602,121,153,0,214,Puerto Rico,143,240,37,72,59,101,0,214,108,177,Puerto Rico,2258,1289,435,451,0,214,0,214,0,214,Puerto Rico,0,214,0,214,0,214,0,214,1922,1129,Puerto Rico,28,48,2314,761,638,565,0,214,328,499,Puerto Rico,0,214,0,214,2313,1063,624,688,4,7,Puerto Rico,0,214,15,31,360,291,0,214,0,214,Puerto Rico,684,777,0,214,8,15,989,654,0,214,Puerto Rico,3723,1074,N/A2,N/A2,0,214,3723,1074
77,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,
78,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,
79,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,
80,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,"2Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,
81,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,
82,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,,,,N/A - Not Applicable,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Source: U.S. Census Bureau, 2012 American Community Survey",,,,,,,,
