,"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
74,Wyoming,577782,1222,475740,7103,74601,6250,25992,3696,254,302,Wyoming,45,77,1799,1111,557,528,2703,1194,5217,2242,Wyoming,0,190,38,73,0,190,916,954,61,106,Wyoming,72,121,835,651,561,592,309,303,13,23,Wyoming,70,93,47,87,289,348,196,258,191,205,Wyoming,0,190,67,71,173,261,0,190,244,260,Wyoming,1342,755,429,316,658,767,0,190,0,190,Wyoming,747,678,190,241,18,40,869,674,0,190,Wyoming,44,53,316,359,9,20,0,190,8,17,Wyoming,664,505,364,402,1648,759,1290,628,0,190,Wyoming,140,132,1446,906,106,160,1047,906,,,Wyoming,1449,876,0,190,0,190,1449,876
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Puerto Rico,3511186,3157,3251389,13399,237197,12111,19771,2798,50,83,Puerto Rico,150,186,0,220,0,220,552,368,0,220,Puerto Rico,530,380,0,220,28,47,4299,1307,228,237,Puerto Rico,177,229,0,220,111,126,0,220,0,220,Puerto Rico,0,220,68,132,0,220,0,220,189,220,Puerto Rico,2639,969,55,93,542,858,63,104,99,114,Puerto Rico,0,220,0,220,0,220,148,167,986,718,Puerto Rico,0,220,2507,1163,542,442,0,220,321,392,Puerto Rico,36,47,69,113,3133,1034,268,303,0,220,Puerto Rico,26,38,53,86,1255,826,0,220,0,220,Puerto Rico,258,241,180,294,0,220,209,328,0,220,Puerto Rico,2829,886,N/A3,N/A3,0,220,2829,886
77,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,
78,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,
79,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,
80,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,
81,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,
82,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,
83,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,,,,For more information on state-to-state migration flows see http://census.gov/hhes/migration/data/acs/state-to-state.html,,,,,,,,
84,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2014 American Community Survey.  For more information on the ACS, see http://census.gov/acs",,,,,,,,
