,"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
35,Massachusetts,6515057,3680,5658768,20357,656441,18778,139830,8282,1201,1083,Massachusetts,225,345,1017,518,167,201,11556,2290,1388,972,Massachusetts,9445,1884,399,579,676,358,11396,2715,3264,1666,Massachusetts,733,860,412,695,2991,899,640,456,138,136,Massachusetts,969,867,180,203,977,1200,4006,1526,2762,2048,Massachusetts,,,2629,1245,862,537,356,567,1261,654,Massachusetts,596,719,637,727,163,158,12010,2630,8332,1949,Massachusetts,199,276,19431,3914,3964,1384,61,111,1757,681,Massachusetts,90,123,178,220,6538,1883,10182,2144,1621,989,Massachusetts,44,72,371,355,5203,1491,548,411,2246,944,Massachusetts,2984,1241,1673,741,911,855,441,311,0,204,Massachusetts,60018,5394,4413,1542,294,364,55311,5211
36,Michigan,9766574,4376,8340767,29076,1242917,25401,139158,8465,3527,2060,Michigan,3456,1793,3840,1382,2054,1024,7793,1752,3425,1462,Michigan,1656,1087,0,167,256,259,17712,3844,4254,1566,Michigan,630,469,882,675,9897,1863,7668,1841,1709,1026,Michigan,1148,867,2578,1158,955,556,599,735,1035,431,Michigan,2861,1135,,,2671,1085,715,558,2509,1200,Michigan,84,105,439,312,1215,610,73,120,1849,779,Michigan,508,367,6087,2170,3405,1427,159,164,11224,2069,Michigan,917,570,647,324,2864,1095,385,377,2185,1094,Michigan,571,599,3106,973,9935,2208,642,582,0,167,Michigan,2327,834,1430,669,417,301,4018,1002,841,655,Michigan,43732,5321,908,857,478,572,42346,4976
37,Minnesota,5277329,3380,4505462,20788,646176,19647,101029,7052,123,150,Minnesota,893,619,2314,1071,951,599,6638,2072,2662,1023,Minnesota,74,131,86,143,367,391,2820,806,840,467,Minnesota,901,634,402,328,8209,2632,786,470,6175,1326,Minnesota,606,324,755,580,573,599,321,343,424,382,Minnesota,970,422,5164,2149,,,549,593,1345,712,Minnesota,1457,859,1936,821,2682,1858,21,26,631,522,Minnesota,540,319,2416,913,845,520,7574,1390,1961,1059,Minnesota,546,399,1800,1169,870,509,0,143,447,428,Minnesota,5305,1596,874,489,3062,1108,919,742,177,161,Minnesota,1034,420,1413,656,92,98,19255,2960,224,178,Minnesota,24662,3040,54,91,35,45,24573,3040
38,Mississippi,2943021,3088,2534036,16620,332934,15960,68511,5606,8922,2639,Mississippi,117,102,556,405,2315,1360,4723,1290,484,453,Mississippi,54,74,0,206,415,434,6152,2463,3136,1397,Mississippi,369,429,55,82,2068,853,611,411,650,603,Mississippi,66,90,1626,841,7139,1767,0,206,265,239,Mississippi,1445,1561,1610,900,614,615,,,1581,973,Mississippi,0,206,118,198,84,141,65,135,269,293,Mississippi,1075,1040,364,449,483,299,0,206,991,536,Mississippi,566,362,74,107,2568,1700,41,89,398,320,Mississippi,6,15,7683,2248,5243,1807,332,520,0,206,Mississippi,1453,805,286,252,303,411,1136,1061,0,206,Mississippi,7540,2070,318,411,87,110,7135,1978
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Missouri,5937896,4110,4963040,26160,801046,25054,149439,9288,1395,654,Missouri,2043,2471,2356,1028,6168,1528,8386,1909,3144,1163,Missouri,1516,1078,0,184,215,254,4513,1398,2964,972,Missouri,871,517,560,439,20161,3086,4404,1588,4811,1405,Missouri,20884,4170,1993,803,1728,905,291,295,716,317,Missouri,463,306,2830,1176,2026,809,1641,884,,,Missouri,845,541,4860,1645,1544,830,769,750,1114,755,Missouri,1016,718,2904,1260,3669,1527,977,446,3240,1684,Missouri,6073,2312,777,538,1810,1085,359,424,267,237,Missouri,361,296,2676,1056,10293,2994,1697,946,88,195,Missouri,2684,1493,2518,843,196,214,1503,671,1120,900,Missouri,24371,3772,709,463,222,216,23440,3736
41,Montana,987076,1359,828254,8593,122210,8386,33553,4015,449,318,Montana,1118,921,1971,1358,49,70,3033,1110,2856,1265,Montana,58,72,365,392,0,165,291,235,231,193,Montana,32,35,1543,1005,765,526,646,646,417,307,Montana,845,492,0,165,0,165,71,127,57,71,Montana,10,18,353,295,969,634,0,165,158,220,Montana,,,384,392,688,543,0,165,889,589,Montana,264,389,422,377,1173,982,360,250,321,409,Montana,96,127,1959,914,840,640,0,165,77,92,Montana,227,233,266,237,1329,643,1232,623,53,71,Montana,278,288,3835,1160,14,28,146,184,2413,1709,Montana,3059,1062,353,522,0,165,2706,801
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Current residence in --,Population 1 year and over,,Same house 1 year ago,,Same state of residence 1 year ago,,Different state of residence 1 year ago,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Abroad 1 year ago--,,,,,,,
44,,,,,,,,Total,,Alabama,,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,,Connecticut,,Delaware,,District of Columbia ,,Florida,,Georgia,,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,,,Total,,Puerto Rico,,U.S. Island Area,,Foreign Country,
45,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Nebraska,1817126,2304,1505191,11978,253269,10841,52070,5507,169,271,Nebraska,721,785,1646,898,161,146,5124,1727,3245,962,Nebraska,381,372,0,155,29,48,1105,499,434,358,Nebraska,275,215,506,464,1415,777,615,541,9575,2602,Nebraska,3040,1210,352,457,222,253,122,127,318,344,Nebraska,0,155,683,435,1455,1009,424,430,1848,771,Nebraska,64,88,,,240,165,0,155,119,101,Nebraska,242,326,544,349,829,872,292,213,268,250,Nebraska,1255,884,1556,1249,252,179,0,155,243,285,Nebraska,2999,1280,226,244,5343,2737,734,507,0,155,Nebraska,615,478,835,593,24,40,560,427,965,421,Nebraska,6596,1476,0,155,11,19,6585,1478
48,Nevada,2688336,3578,2084668,23272,480317,23514,110345,9419,280,330,Nevada,597,525,10142,4338,310,358,40114,5354,2714,1470,Nevada,189,163,184,226,983,1261,2923,1608,1731,909,Nevada,4093,2643,3929,1734,1668,1031,855,781,114,188,Nevada,602,734,628,620,78,128,49,80,931,701,Nevada,256,255,1663,831,1055,1329,203,279,335,237,Nevada,1137,740,32,37,,,0,234,2118,1709,Nevada,2136,1429,1516,819,1333,895,0,234,1354,894,Nevada,258,254,1691,695,570,581,86,148,165,273,Nevada,588,557,96,150,7249,3923,3365,2105,0,234,Nevada,1740,1369,4680,1646,0,234,2672,2369,933,702,Nevada,13006,2756,153,258,127,149,12726,2687
49,New Hampshire,1305678,2046,1141236,9064,122129,8186,37000,3717,193,237,New Hampshire,0,184,246,210,22,37,547,334,403,313,New Hampshire,1617,519,20,32,68,112,1970,813,535,449,New Hampshire,0,184,0,184,478,402,470,394,47,78,New Hampshire,0,184,0,184,0,184,3080,1064,222,177,New Hampshire,15526,2811,155,165,104,145,160,258,153,181,New Hampshire,230,378,33,54,186,231,,,294,247,New Hampshire,186,179,1471,510,1297,649,47,79,248,223,New Hampshire,0,184,198,267,1015,569,608,301,588,757,New Hampshire,86,102,126,159,605,438,158,271,2138,991,New Hampshire,880,575,428,497,0,184,0,184,162,218,New Hampshire,5313,1388,0,184,0,184,5313,1388
50,New Jersey,8719952,4595,7825661,21158,693380,21063,140194,8607,189,209,New Jersey,1198,790,3784,2287,57,97,5986,1519,2203,1931,New Jersey,1924,845,2100,1025,781,409,12907,3313,4268,2025,New Jersey,264,307,256,262,3690,1572,718,436,332,441,New Jersey,317,306,102,125,871,590,624,629,5335,2324,New Jersey,4675,1356,1889,1056,1261,1200,510,677,583,544,New Jersey,49,80,312,429,899,566,499,360,,,New Jersey,355,537,40815,4703,2482,1416,61,103,1121,608,New Jersey,773,707,360,331,19733,2951,463,319,1586,789,New Jersey,0,198,1412,782,3801,1818,256,229,0,198,New Jersey,4458,1750,2454,1946,1252,1293,214,259,15,29,New Jersey,60717,5750,4312,1535,73,103,56332,5497
51,New Mexico,2055293,2718,1753413,15690,228218,13801,62130,7330,410,494,New Mexico,416,446,7444,3409,682,607,7066,2324,5525,1537,New Mexico,0,198,0,198,212,336,2806,1557,676,406,New Mexico,81,128,355,326,466,315,2030,2244,0,198,New Mexico,1333,1078,87,152,184,244,510,384,2277,1964,New Mexico,252,213,908,699,438,435,556,553,1183,877,New Mexico,544,340,353,312,2099,1159,114,130,245,229,New Mexico,,,1445,781,522,300,264,310,1742,1115,New Mexico,234,203,916,655,492,284,0,198,145,204,New Mexico,240,281,899,577,13633,3724,303,218,71,120,New Mexico,425,337,924,616,0,198,340,342,283,313,New Mexico,11532,2620,99,158,0,198,11433,2625
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,New York,19248685,7023,17055260,37016,1756105,32216,282209,11956,1812,1002,New York,6124,2270,2821,1100,1041,734,25761,3856,3724,1151,New York,15123,3667,1124,588,3702,1051,29344,4718,10584,2320,New York,1002,973,434,377,6914,1720,2198,958,928,783,New York,838,397,2414,1223,1495,916,2915,1114,5037,1192,New York,14646,2367,3936,947,1824,678,401,266,1417,595,New York,391,282,579,553,1785,1037,2972,1172,41450,4170,New York,461,276,,,9336,1874,374,266,5191,1717,New York,1425,887,2189,977,26596,3427,1393,663,6947,2791,New York,112,121,2660,1051,9151,2132,773,482,3882,1242,New York,10800,2343,2986,1367,631,470,1878,1014,688,645,New York,155111,10586,10582,3796,254,305,144275,9818
54,North Carolina,9539412,5364,8070238,36924,1160510,33476,265291,16660,5420,2338,North Carolina,3991,2185,4286,2860,327,322,15373,5531,3919,1645,North Carolina,1975,820,954,600,1135,591,28044,4471,16192,3163,North Carolina,1806,1362,675,615,5971,2065,3228,1379,654,530,North Carolina,4995,4644,1637,786,2936,1135,824,663,10485,2304,North Carolina,9053,4920,7530,2879,1294,825,1273,829,2638,1150,North Carolina,563,549,1056,1334,1048,716,2078,1738,10374,2643,North Carolina,1737,1297,18321,3621,,,189,272,10187,3649,North Carolina,1390,684,1175,826,9450,2770,444,384,20427,3260,North Carolina,565,609,6057,2083,6621,2034,961,692,212,345,North Carolina,27302,4012,3295,1566,2780,1517,2291,1192,153,228,North Carolina,43373,5356,844,447,582,474,41947,5419
55,North Dakota,675161,1047,559906,6503,79837,6140,32510,3641,97,125,North Dakota,393,365,1313,613,249,293,1356,1011,1229,612,North Dakota,0,143,84,100,0,143,459,303,364,410,North Dakota,138,216,1209,817,571,504,130,171,208,178,North Dakota,75,96,0,143,422,441,50,72,10,16,North Dakota,369,359,328,324,12244,2374,80,143,330,284,North Dakota,1227,612,218,170,845,860,0,143,183,306,North Dakota,99,112,264,233,900,678,,,286,248,North Dakota,59,68,264,256,652,637,0,143,1,2,North Dakota,1293,714,113,120,1862,1029,429,427,0,143,North Dakota,166,202,404,312,0,143,1398,601,139,102,North Dakota,2908,1066,76,110,0,143,2832,1056
56,Ohio,11418944,4418,9764366,32087,1425709,29701,191778,11799,1567,705,Ohio,1637,1579,6763,3193,1952,1128,9032,1771,2690,1023,Ohio,1189,663,263,270,587,449,16492,3173,4290,1143,Ohio,1044,694,312,223,7027,1504,11588,2147,1146,614,Ohio,657,519,12744,3507,1872,1784,0,187,4982,1578,Ohio,2101,1008,14330,2896,1788,784,691,462,2003,873,Ohio,101,172,1176,616,1851,1107,1992,1509,3936,1643,Ohio,255,287,8784,2659,4572,1270,204,270,,,Ohio,2333,1263,1326,614,14292,2842,369,353,3826,1192,Ohio,34,68,6468,2336,11987,4302,691,469,68,77,Ohio,5425,2020,1979,965,7548,1866,2534,1620,1280,793,Ohio,37091,4223,1607,1062,458,536,35026,4118
57,Oklahoma,3742698,2585,3089041,15209,528498,15584,108878,7998,591,368,Oklahoma,1137,857,3770,1522,6894,2060,8233,2583,3273,1511,Oklahoma,97,138,66,110,191,234,6056,1588,3514,1642,Oklahoma,140,148,21,35,2179,1297,2113,1098,580,536,Oklahoma,4626,1250,1398,747,1934,727,271,425,432,312,Oklahoma,160,103,1038,848,497,341,199,202,5781,1311,Oklahoma,803,793,1979,1196,705,532,0,163,391,333,Oklahoma,403,259,1858,925,1322,800,928,805,1608,791,Oklahoma,,,917,713,1116,492,152,179,2015,971,Oklahoma,600,379,1700,1101,31595,4987,587,450,0,163,Oklahoma,1013,610,1246,620,44,68,942,474,1763,1572,Oklahoma,16281,3206,105,139,47,48,16129,3205
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Oregon,3828714,3857,3128121,20096,549332,19087,127906,9071,758,1071,Oregon,1935,1062,7911,3054,988,1155,34214,4555,2110,659,Oregon,949,564,251,264,349,291,3384,1934,1946,1914,Oregon,2491,1173,6236,2097,1350,663,1371,1707,659,627,Oregon,1263,1355,71,118,0,203,269,320,453,482,Oregon,1423,768,1652,1174,1413,863,7,14,1172,664,Oregon,1079,784,324,342,7222,3426,427,404,1322,771,Oregon,537,449,2056,850,1099,740,313,340,949,789,Oregon,2034,1244,,,1407,775,0,203,370,292,Oregon,417,395,673,420,4498,2398,3443,1781,176,203,Oregon,1179,619,21862,3732,66,115,914,697,914,880,Oregon,23355,4384,4,8,549,523,22802,4332
60,Pennsylvania,12610486,5092,11099077,27780,1224564,25195,234291,11246,1332,684,Pennsylvania,759,664,2278,917,582,601,10672,2349,2491,1027,Pennsylvania,4150,993,5177,1304,1401,584,19299,3790,4627,1185,Pennsylvania,495,369,236,223,3902,1438,4086,1429,1176,960,Pennsylvania,2323,1449,4013,1826,615,294,608,328,17751,3723,Pennsylvania,6284,1711,4406,1278,853,592,1238,943,1761,1063,Pennsylvania,338,308,582,439,1057,501,1326,520,36133,4167,Pennsylvania,325,405,29436,3921,11254,3103,195,208,13075,2133,Pennsylvania,283,220,1594,1022,,,799,558,3438,1057,Pennsylvania,142,140,3742,1402,7006,1441,1246,776,446,327,Pennsylvania,8419,1530,3688,1533,4631,1483,2426,1046,195,237,Pennsylvania,52554,5764,2723,1294,166,243,49665,5697
61,Rhode Island,1040022,1440,903786,8645,101689,7813,26769,2836,0,207,Rhode Island,0,207,214,348,0,207,1949,734,301,271,Rhode Island,2613,984,0,207,0,207,2230,915,476,361,Rhode Island,0,207,107,199,373,375,41,95,82,145,Rhode Island,374,433,211,318,121,185,228,177,472,323,Rhode Island,7715,1532,178,117,27,60,0,207,109,163,Rhode Island,0,207,0,207,0,207,941,745,1224,501,Rhode Island,93,153,2776,1118,259,212,0,207,60,89,Rhode Island,0,207,57,94,1125,725,,,223,232,Rhode Island,0,207,210,187,207,153,181,267,621,328,Rhode Island,485,448,262,277,199,253,2,5,23,47,Rhode Island,7778,1837,293,292,249,353,7236,1796
62,South Carolina,4624180,3871,3899705,25459,546666,21151,157644,12647,2999,1543,South Carolina,2421,1281,1971,1391,1333,1301,6592,1789,1000,598,South Carolina,1752,1005,841,746,589,681,15476,4230,16355,2798,South Carolina,712,626,55,68,2371,831,3249,1601,1379,1468,South Carolina,1885,1445,2454,1692,878,486,652,566,3807,1261,South Carolina,730,447,4483,1737,471,393,2163,1979,1522,1671,South Carolina,915,999,204,329,1017,722,372,280,4241,1445,South Carolina,598,609,11317,3991,23102,4356,271,213,6327,2177,South Carolina,1008,934,833,583,3523,1139,453,360,,,South Carolina,62,107,3324,1252,8623,4005,181,188,91,115,South Carolina,7879,2193,2510,1257,1680,1114,341,291,632,647,South Carolina,20165,6013,2166,1534,203,195,17796,5881
63,South Dakota,814175,1297,688436,7824,94655,6542,27506,3893,0,155,South Dakota,554,492,1422,1445,659,778,1286,622,1021,604,South Dakota,0,155,0,155,0,155,101,102,69,104,South Dakota,0,155,186,262,267,235,285,378,4772,1898,South Dakota,144,212,211,208,0,155,0,155,254,222,South Dakota,113,179,239,201,5342,1981,129,155,354,294,South Dakota,232,258,1695,784,110,177,0,155,441,473,South Dakota,513,571,6,11,166,257,2060,1025,84,102,South Dakota,40,46,15,26,57,77,7,12,529,706,South Dakota,,,0,155,1156,384,560,567,0,155,South Dakota,79,92,557,780,0,155,481,594,1310,880,South Dakota,3578,1550,0,155,0,155,3578,1550
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Tennessee,6333466,4450,5342978,29750,794556,26578,170969,13046,9326,2717,Tennessee,531,465,1346,1176,7393,3038,7130,2041,1372,902,Tennessee,150,163,155,191,307,186,15491,3282,17507,4897,Tennessee,179,230,0,208,8593,2245,5645,1932,387,432,Tennessee,1805,1529,13884,2654,1901,908,9,17,1135,675,Tennessee,1690,1886,5983,2441,445,315,9172,2752,3795,1409,Tennessee,43,69,631,660,883,816,132,134,1396,850,Tennessee,381,330,4921,1493,9353,2989,50,92,5944,2044,Tennessee,3166,3444,726,610,3360,1716,14,31,5531,1883,Tennessee,181,156,,,7009,1999,200,223,38,64,Tennessee,6098,1279,2852,2746,1385,764,1213,631,131,214,Tennessee,24963,4567,1083,1191,59,100,23821,4238
66,Texas,25327104,10987,20984855,65490,3648260,63784,514726,23860,8747,2609,Texas,6670,2828,20073,5295,16461,3965,58992,7044,19126,3821,Texas,2927,1710,884,658,2276,1540,35777,6888,17401,3608,Texas,6106,2623,4379,3119,15064,3097,10265,3693,3236,1628,Texas,12766,4731,6616,2648,25513,5283,1357,1052,9443,3323,Texas,5035,1644,15654,4327,7691,2576,6048,2921,13473,3950,Texas,537,423,3837,2060,7793,2927,459,334,7578,2982,Texas,15225,2786,26155,6509,14956,4396,809,652,12315,2730,Texas,19302,4804,3743,1552,9107,2433,1297,1223,4075,1969,Texas,1486,1045,10788,3114,,,5234,2551,349,344,Texas,13231,3158,15325,3090,663,563,5982,2396,2500,1485,Texas,179263,13868,5225,2173,710,778,173328,13486
67,Utah,2769627,2949,2295961,19215,373984,17246,85217,7587,486,558,Utah,2151,1259,6585,2560,422,455,18237,4113,3986,1191,Utah,562,590,0,192,132,141,1643,960,1052,595,Utah,1701,997,7538,3248,1447,825,545,398,290,250,Utah,1146,829,611,529,494,402,0,192,342,301,Utah,959,638,1099,724,939,634,143,163,511,372,Utah,1241,623,195,178,4315,1358,34,42,506,485,Utah,1707,1068,1937,1299,1653,1181,2,5,2584,1124,Utah,150,218,2037,1026,1496,808,0,192,309,259,Utah,128,146,549,419,4507,1517,,,122,205,Utah,2413,1459,4825,2196,270,268,158,153,1058,609,Utah,14465,2475,0,192,0,192,14465,2475
68,Vermont,621354,940,537304,5021,60719,4634,20463,1946,0,145,Vermont,580,441,310,325,0,145,819,508,529,493,Vermont,2105,608,107,135,27,53,366,199,101,99,Vermont,143,85,0,145,386,245,258,210,0,145,Vermont,7,13,627,660,41,74,322,200,361,233,Vermont,2378,606,335,345,206,255,0,145,69,86,Vermont,0,145,0,145,15,26,2244,783,962,305,Vermont,56,105,3723,904,250,193,0,145,383,485,Vermont,0,145,124,128,389,231,401,411,21,36,Vermont,0,145,327,498,185,147,182,212,,,Vermont,740,420,156,159,53,81,137,115,38,62,Vermont,2868,803,19,45,0,145,2849,800
69,Virginia,7996552,5256,6789620,30962,889751,30111,257130,14025,4930,2057,Virginia,3202,1687,4679,2151,645,606,19371,4241,4908,2334,Virginia,5376,2730,961,652,6854,1711,17773,3494,8715,1962,Virginia,2917,1400,434,430,4000,1213,2703,1067,1503,899,Virginia,892,645,3630,1551,2496,1642,2855,1930,22051,3143,Virginia,5386,2316,7323,3026,834,361,1682,1191,2277,1178,Virginia,617,714,256,289,1717,961,1344,798,7327,2046,Virginia,1014,604,12455,2816,22753,4584,462,729,9570,2217,Virginia,853,477,3499,1935,12009,2497,1897,1477,6612,2032,Virginia,908,841,7482,2452,11655,3004,1426,641,173,138,Virginia,,,4615,1717,9041,2596,858,745,190,274,Virginia,60051,6990,1222,779,124,201,58705,6768
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Washington,6748474,4248,5565069,27197,919925,27221,208507,13639,1821,1049,Washington,5266,2233,12397,3133,756,565,38421,4474,3938,1215,Washington,1026,533,0,201,358,254,6094,1777,8705,3348,Washington,5940,2264,10895,4263,2062,821,2303,1315,1000,465,Washington,2820,1740,1271,936,1016,1018,1313,1689,1899,808,Washington,1580,757,3720,1212,1543,898,1110,762,3307,2181,Washington,2125,934,673,441,4925,1696,824,605,2006,987,Washington,1569,1254,4512,1322,3870,1452,189,304,2686,1217,Washington,765,573,29168,5436,2296,1378,463,319,1519,1267,Washington,227,225,2342,1116,15491,4361,4789,1640,119,196,Washington,4233,1698,,,157,186,1491,892,1507,870,Washington,54973,5730,1083,1061,362,321,53528,5625
72,West Virginia,1836614,1681,1609110,9854,172262,8430,50068,4934,221,228,West Virginia,598,566,50,95,225,361,1442,1085,124,160,West Virginia,594,401,89,102,300,231,2949,1076,1296,898,West Virginia,147,248,120,127,1331,1134,210,200,0,184,West Virginia,0,184,515,259,326,313,45,75,7515,2257,West Virginia,236,196,459,263,0,184,0,184,309,345,West Virginia,60,101,78,140,293,235,160,223,1431,611,West Virginia,0,184,2017,866,3865,1241,0,184,8545,1913,West Virginia,97,113,132,203,4205,1569,284,344,1857,1316,West Virginia,0,184,546,449,1574,1047,114,216,23,33,West Virginia,5561,1534,83,137,,,42,69,0,184,West Virginia,5174,1423,680,450,557,556,3937,1154
73,Wisconsin,5647213,2653,4846550,18735,675623,19411,109439,8715,708,761,Wisconsin,432,323,4045,1532,335,285,6637,2054,2592,1457,Wisconsin,993,1397,219,276,123,170,4338,1103,1745,1106,Wisconsin,1108,1597,566,434,25521,4568,4017,2027,3306,1757,Wisconsin,418,446,1040,570,850,563,12,21,147,141,Wisconsin,733,578,5623,1353,17927,2244,983,924,2090,1117,Wisconsin,143,93,483,405,663,345,480,364,378,352,Wisconsin,714,502,2213,835,2120,967,1383,1273,1358,628,Wisconsin,118,119,1057,680,1294,781,368,407,377,312,Wisconsin,590,487,744,527,1984,836,890,652,342,311,Wisconsin,2573,1465,1555,1071,1090,1630,,,14,23,Wisconsin,15601,2441,728,715,0,151,14873,2450
