,"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
74,Wyoming,556954,1133,444614,8794,82255,8679,28046,4226,172,257,Wyoming,0,269,1511,915,0,269,2784,1647,4390,1357,Wyoming,0,269,0,269,0,269,396,347,745,553,Wyoming,25,41,942,849,415,444,132,217,462,641,Wyoming,532,514,519,743,107,144,0,269,51,92,Wyoming,252,470,570,597,218,277,0,269,421,418,Wyoming,2528,1395,1711,1394,416,383,0,269,0,269,Wyoming,707,527,146,144,34,84,233,228,56,90,Wyoming,62,79,14,25,95,118,0,269,220,235,Wyoming,258,183,495,638,1990,1143,3226,1437,75,137,Wyoming,580,459,556,469,0,269,0,269,,,Wyoming,2039,774,0,269,0,269,2039,774
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Puerto Rico,3676493,2933,3392179,13112,247593,12844,31732,4381,629,711,Puerto Rico,156,259,288,356,0,285,1177,949,388,492,Puerto Rico,899,653,0,285,0,285,11262,2512,207,334,Puerto Rico,0,285,0,285,1642,1175,109,173,0,285,Puerto Rico,112,184,254,211,109,130,0,285,59,106,Puerto Rico,2004,960,89,149,50,83,170,198,221,258,Puerto Rico,0,285,0,285,0,285,0,285,1244,830,Puerto Rico,364,603,4768,1546,146,240,0,285,69,127,Puerto Rico,0,285,0,285,1516,772,684,829,109,173,Puerto Rico,0,285,30,56,977,742,882,1289,0,285,Puerto Rico,392,320,0,285,141,135,585,815,0,285,Puerto Rico,4989,1988,N/A2,N/A2,102,109,4887,1974
77,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,
78,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,
79,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,
80,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,"2Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,
81,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,
82,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,,,,N/A - Not Applicable,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Source: U.S. Census Bureau, 2010 American Community Survey",,,,,,,,
